"id","scale_denominator","mi","inom"
1880,100000,"0800","SB-22-X-B-IV"
1881,100000,"0801","SB-22-X-B-V"
1882,100000,"0802","SB-22-X-B-VI"
1883,100000,"0870","SB-22-X-C-I"
1884,100000,"0871","SB-22-X-C-II"
1885,100000,"0872","SB-22-X-C-III"
1886,100000,"1396","SC-20-X-A-VI"
1887,100000,"0947","SB-22-X-C-IV"
1888,100000,"0948","SB-22-X-C-V"
1889,100000,"0949","SB-22-X-C-VI"
1890,100000,"1346","SC-23-V-A-I"
1891,100000,"1549","SC-20-X-D-IV"
1892,100000,"0873","SB-22-X-D-I"
1893,100000,"0874","SB-22-X-D-II"
1894,100000,"0875","SB-22-X-D-III"
1895,100000,"0950","SB-22-X-D-IV"
1896,100000,"0951","SB-22-X-D-V"
1897,100000,"0952","SB-22-X-D-VI"
1898,100000,"1018","SB-22-Y-A-I"
1899,100000,"1319","SC-20-X-B-I"
1900,100000,"1019","SB-22-Y-A-II"
1901,100000,"1020","SB-22-Y-A-III"
1902,100000,"1550","SC-20-X-D-V"
1903,100000,"1097","SB-22-Y-A-IV"
1904,100000,"1098","SB-22-Y-A-V"
1905,100000,"1099","SB-22-Y-A-VI"
1906,100000,"0876","SB-23-V-C-I"
1907,100000,"0877","SB-23-V-C-II"
1908,100000,"0878","SB-23-V-C-III"
1909,100000,"0953","SB-23-V-C-IV"
1910,100000,"0954","SB-23-V-C-V"
1911,100000,"1320","SC-20-X-B-II"
1912,100000,"0955","SB-23-V-C-VI"
1913,100000,"1551","SC-20-X-D-VI"
1914,100000,"0879","SB-23-V-D-I"
1915,100000,"0880","SB-23-V-D-II"
1916,100000,"0881","SB-23-V-D-III"
1917,100000,"0956","SB-23-V-D-IV"
1918,100000,"0957","SB-23-V-D-V"
1919,100000,"1221","SB-19-Y-C-VI"
1920,100000,"1143","SB-19-Y-D-I"
1921,100000,"1144","SB-19-Y-D-II"
1922,100000,"1145","SB-19-Y-D-III"
1923,100000,"0011","NB-20-Z-C-V"
1924,100000,"0241","NA-22-Y-D-IV"
1925,100000,"1321","SC-20-X-B-III"
1926,100000,"1222","SB-19-Y-D-IV"
1927,100000,"1223","SB-19-Y-D-V"
1928,100000,"1224","SB-19-Y-D-VI"
1929,100000,"1021","SB-22-Y-B-I"
1930,100000,"1022","SB-22-Y-B-II"
1931,100000,"1023","SB-22-Y-B-III"
1932,100000,"1100","SB-22-Y-B-IV"
1933,100000,"1101","SB-22-Y-B-V"
1934,100000,"1102","SB-22-Y-B-VI"
1935,100000,"0242","NA-22-Y-D-V"
1936,100000,"1176","SB-22-Y-C-I"
1937,100000,"1397","SC-20-X-B-IV"
1938,100000,"1177","SB-22-Y-C-II"
1939,100000,"1178","SB-22-Y-C-III"
1940,100000,"1255","SB-22-Y-C-IV"
1941,100000,"1256","SB-22-Y-C-V"
1942,100000,"1257","SB-22-Y-C-VI"
1943,100000,"1179","SB-22-Y-D-I"
1944,100000,"1180","SB-22-Y-D-II"
1945,100000,"1181","SB-22-Y-D-III"
1946,100000,"0243","NA-22-Y-D-VI"
1947,100000,"1258","SB-22-Y-D-IV"
1948,100000,"1259","SB-22-Y-D-V"
1949,100000,"0017","NB-22-Y-D-V"
1950,100000,"1260","SB-22-Y-D-VI"
1951,100000,"1024","SB-22-Z-A-I"
1952,100000,"1025","SB-22-Z-A-II"
1953,100000,"1026","SB-22-Z-A-III"
1954,100000,"1103","SB-22-Z-A-IV"
1955,100000,"1104","SB-22-Z-A-V"
1956,100000,"1105","SB-22-Z-A-VI"
1957,100000,"0122","NA-22-Z-A-I"
1958,100000,"1027","SB-22-Z-B-I"
1959,100000,"1028","SB-22-Z-B-II"
1960,100000,"1029","SB-22-Z-B-III"
1961,100000,"0018","NB-22-Y-D-VI"
1962,100000,"1106","SB-22-Z-B-IV"
1963,100000,"1107","SB-22-Z-B-V"
1964,100000,"1108","SB-22-Z-B-VI"
1965,100000,"1182","SB-22-Z-C-I"
1966,100000,"1183","SB-22-Z-C-II"
1967,100000,"1184","SB-22-Z-C-III"
1968,100000,"0123","NA-22-Z-A-II"
1969,100000,"1261","SB-22-Z-C-IV"
1970,100000,"1262","SB-22-Z-C-V"
1971,100000,"1263","SB-22-Z-C-VI"
1972,100000,"1185","SB-22-Z-D-I"
1973,100000,"064","NA-19-X-C-VI"
1974,100000,"1186","SB-22-Z-D-II"
1975,100000,"1187","SB-22-Z-D-III"
1976,100000,"1264","SB-22-Z-D-IV"
1977,100000,"1265","SB-22-Z-D-V"
1978,100000,"1266","SB-22-Z-D-VI"
1979,100000,"0124","NA-22-Z-A-III"
1980,100000,"0733","SB-23-V-A-I"
1981,100000,"0734","SB-23-V-A-II"
1982,100000,"0735","SB-23-V-A-III"
1983,100000,"0803","SB-23-V-A-IV"
1984,100000,"0804","SB-23-V-A-V"
1985,100000,"0065","NA-19-X-D-IV"
1986,100000,"0805","SB-23-V-A-VI"
1987,100000,"0736","SB-23-V-B-I"
1988,100000,"0737","SB-23-V-B-II"
1989,100000,"0738","SB-23-V-B-III"
1990,100000,"0161","NA-22-Z-A-IV"
1991,100000,"0806","SB-23-V-B-IV"
1992,100000,"0807","SB-23-V-B-V"
1993,100000,"0808","SB-23-V-B-VI"
1994,100000,"0359","SA-20-X-D-II"
1995,100000,"0360","SA-20-X-D-III"
1996,100000,"0409","SA-20-X-D-IV"
1997,100000,"0090","NA-19-Y-B-II"
1998,100000,"0410","SA-20-X-D-V"
1999,100000,"0411","SA-20-X-D-VI"
2000,100000,"0452","SA-20-Y-A-I"
2001,100000,"1347","SC-23-V-A-II"
2002,100000,"1471","SC-20-X-C-I"
2003,100000,"0453","SA-20-Y-A-II"
2004,100000,"0454","SA-20-Y-A-III"
2005,100000,"0506","SA-20-Y-A-IV"
2006,100000,"0507","SA-20-Y-A-V"
2007,100000,"0508","SA-20-Y-A-VI"
2008,100000,"0455","SA-20-Y-B-I"
2009,100000,"0456","SA-20-Y-B-II"
2010,100000,"0091","NA-19-Y-B-III"
2011,100000,"0457","SA-20-Y-B-III"
2012,100000,"0509","SA-20-Y-B-IV"
2013,100000,"0162","NA-22-Z-A-V"
2014,100000,"0510","SA-20-Y-B-V"
2015,100000,"0511","SA-20-Y-B-VI"
2016,100000,"0567","SA-20-Y-C-I"
2017,100000,"0568","SA-20-Y-C-II"
2018,100000,"0569","SA-20-Y-C-III"
2019,100000,"0630","SA-20-Y-C-IV"
2020,100000,"0631","SA-20-Y-C-V"
2021,100000,"0632","SA-20-Y-C-VI"
2022,100000,"0125","NA-19-Y-B-V"
2023,100000,"0570","SA-20-Y-D-I"
2024,100000,"0163","NA-22-Z-A-VI"
2025,100000,"1350","SC-23-V-B-II"
2026,100000,"1351","SC-23-V-B-III"
2027,100000,"0943","SB-22-V-C-VI"
2028,100000,"0867","SB-22-V-D-I"
2029,100000,"0868","SB-22-V-D-II"
2030,100000,"0869","SB-22-V-D-III"
2031,100000,"0944","SB-22-V-D-IV"
2032,100000,"0945","SB-22-V-D-V"
2033,100000,"0946","SB-22-V-D-VI"
2034,100000,"0126","NA-19-Y-B-VI"
2035,100000,"0202","NA-22-Z-C-I"
2036,100000,"0727","SB-22-X-A-I"
2037,100000,"0728","SB-22-X-A-II"
2038,100000,"0729","SB-22-X-A-III"
2039,100000,"0840","SB-20-V-C-I"
2040,100000,"0841","SB-20-V-C-II"
2041,100000,"0842","SB-20-V-C-III"
2042,100000,"0917","SB-20-V-C-IV"
2043,100000,"0918","SB-20-V-C-V"
2044,100000,"0919","SB-20-V-C-VI"
2045,100000,"0843","SB-20-V-D-I"
2046,100000,"0203","NA-22-Z-C-II"
2047,100000,"0012","NB-20-Z-C-VI"
2048,100000,"0163A","NA-19-Y-D-I"
2049,100000,"0844","SB-20-V-D-II"
2050,100000,"0845","SB-20-V-D-III"
2051,100000,"0920","SB-20-V-D-IV"
2052,100000,"0921","SB-20-V-D-V"
2053,100000,"0922","SB-20-V-D-VI"
2054,100000,"0703","SB-20-X-A-I"
2055,100000,"0704","SB-20-X-A-II"
2056,100000,"0705","SB-20-X-A-III"
2057,100000,"0204","NA-22-Z-C-III"
2058,100000,"0773","SB-20-X-A-IV"
2059,100000,"0774","SB-20-X-A-V"
2060,100000,"0164","NA-19-Y-D-II"
2061,100000,"0775","SB-20-X-A-VI"
2062,100000,"0706","SB-20-X-B-I"
2063,100000,"0707","SB-20-X-B-II"
2064,100000,"0708","SB-20-X-B-III"
2065,100000,"0776","SB-20-X-B-IV"
2066,100000,"0777","SB-20-X-B-V"
2067,100000,"0778","SB-20-X-B-VI"
2068,100000,"0244","NA-22-Z-C-IV"
2069,100000,"0846","SB-20-X-C-I"
2070,100000,"0847","SB-20-X-C-II"
2071,100000,"0848","SB-20-X-C-III"
2072,100000,"0165","NA-19-Y-D-III"
2073,100000,"0856","SB-21-V-D-II"
2074,100000,"0857","SB-21-V-D-III"
2075,100000,"0932","SB-21-V-D-IV"
2076,100000,"0933","SB-21-V-D-V"
2077,100000,"0934","SB-21-V-D-VI"
2078,100000,"0715","SB-21-X-A-I"
2079,100000,"0245","NA-22-Z-C-V"
2080,100000,"0716","SB-21-X-A-II"
2081,100000,"0717","SB-21-X-A-III"
2082,100000,"0785","SB-21-X-A-IV"
2083,100000,"0786","SB-21-X-A-V"
2084,100000,"0205","NA-19-Y-D-IV"
2085,100000,"0787","SB-21-X-A-VI"
2086,100000,"0718","SB-21-X-B-I"
2087,100000,"0719","SB-21-X-B-II"
2088,100000,"0720","SB-21-X-B-III"
2089,100000,"0788","SB-21-X-B-IV"
2090,100000,"0246","NA-22-Z-C-VI"
2091,100000,"0789","SB-21-X-B-V"
2092,100000,"0790","SB-21-X-B-VI"
2093,100000,"0858","SB-21-X-C-I"
2094,100000,"0923","SB-20-X-C-IV"
2095,100000,"0924","SB-20-X-C-V"
2096,100000,"0206","NA-19-Y-D-V"
2097,100000,"0925","SB-20-X-C-VI"
2098,100000,"0849","SB-20-X-D-I"
2099,100000,"0850","SB-20-X-D-II"
2100,100000,"0851","SB-20-X-D-III"
2101,100000,"0247","NA-22-Z-D-IV"
2102,100000,"0926","SB-20-X-D-IV"
2103,100000,"0927","SB-20-X-D-V"
2104,100000,"0928","SB-20-X-D-VI"
2105,100000,"0994","SB-20-Y-A-I"
2106,100000,"0995","SB-20-Y-A-II"
2107,100000,"0996","SB-20-Y-A-III"
2108,100000,"0207","NA-19-Y-D-VI"
2109,100000,"1073","SB-20-Y-A-IV"
2110,100000,"1074","SB-20-Y-A-V"
2111,100000,"1075","SB-20-Y-A-VI"
2112,100000,"1348","SC-23-V-A-III"
2113,100000,"0248","SA-19-V-B-I"
2114,100000,"0997","SB-20-Y-B-I"
2115,100000,"0998","SB-20-Y-B-II"
2116,100000,"0999","SB-20-Y-B-III"
2117,100000,"1076","SB-20-Y-B-IV"
2118,100000,"1077","SB-20-Y-B-V"
2119,100000,"1078","SB-20-Y-B-VI"
2120,100000,"1152","SB-20-Y-C-I"
2121,100000,"0092","NA-19-Z-A-I"
2122,100000,"1153","SB-20-Y-C-II"
2123,100000,"1154","SB-20-Y-C-III"
2124,100000,"1472","SC-20-X-C-II"
2125,100000,"1231","SB-20-Y-C-IV"
2126,100000,"1232","SB-20-Y-C-V"
2127,100000,"1233","SB-20-Y-C-VI"
2128,100000,"1155","SB-20-Y-D-I"
2129,100000,"1156","SB-20-Y-D-II"
2130,100000,"1157","SB-20-Y-D-III"
2131,100000,"1234","SB-20-Y-D-IV"
2132,100000,"1235","SB-20-Y-D-V"
2133,100000,"0093","NA-19-Z-A-II"
2134,100000,"1236","SB-20-Y-D-VI"
2135,100000,"0249","SA-19-V-B-II"
2136,100000,"1000","SB-20-Z-A-I"
2137,100000,"1001","SB-20-Z-A-II"
2138,100000,"1002","SB-20-Z-A-III"
2139,100000,"1079","SB-20-Z-A-IV"
2140,100000,"1080","SB-20-Z-A-V"
2141,100000,"0779","SB-21-V-A-IV"
2142,100000,"0780","SB-21-V-A-V"
2143,100000,"0781","SB-21-V-A-VI"
2144,100000,"0712","SB-21-V-B-I"
2145,100000,"0094","NA-19-Z-A-III"
2146,100000,"0250","SA-19-V-B-III"
2147,100000,"0713","SB-21-V-B-II"
2148,100000,"0714","SB-21-V-B-III"
2149,100000,"0782","SB-21-V-B-IV"
2150,100000,"0783","SB-21-V-B-V"
2151,100000,"0784","SB-21-V-B-VI"
2152,100000,"0852","SB-21-V-C-I"
2153,100000,"0853","SB-21-V-C-II"
2154,100000,"0854","SB-21-V-C-III"
2155,100000,"0929","SB-21-V-C-IV"
2156,100000,"0930","SB-21-V-C-V"
2157,100000,"0293","SA-19-V-B-V"
2158,100000,"0127","NA-19-Z-A-IV"
2159,100000,"0931","SB-21-V-C-VI"
2160,100000,"0855","SB-21-V-D-I"
2161,100000,"988","SB-19-Z-A-I"
2162,100000,"989","SB-19-Z-A-II"
2163,100000,"990","SB-19-Z-A-III"
2164,100000,"1067","SB-19-Z-A-IV"
2165,100000,"1068","SB-19-Z-A-V"
2166,100000,"1069","SB-19-Z-A-VI"
2167,100000,"991","SB-19-Z-B-I"
2168,100000,"0294","SA-19-V-B-VI"
2169,100000,"992","SB-19-Z-B-II"
2170,100000,"0003","NB-20-Z-D-I"
2171,100000,"0128","NA-19-Z-A-V"
2172,100000,"0993","SB-19-Z-B-III"
2173,100000,"1070","SB-19-Z-B-IV"
2174,100000,"1071","SB-19-Z-B-V"
2175,100000,"1072","SB-19-Z-B-VI"
2176,100000,"1146","SB-19-Z-C-I"
2177,100000,"1147","SB-19-Z-C-II"
2178,100000,"1148","SB-19-Z-C-III"
2179,100000,"0341","SA-19-V-D-II"
2180,100000,"1225","SB-19-Z-C-IV"
2181,100000,"1226","SB-19-Z-C-V"
2182,100000,"1227","SB-19-Z-C-VI"
2183,100000,"0129","NA-19-Z-A-VI"
2184,100000,"1149","SB-19-Z-D-I"
2185,100000,"1150","SB-19-Z-D-II"
2186,100000,"1151","SB-19-Z-D-III"
2187,100000,"1228","SB-19-Z-D-IV"
2188,100000,"1229","SB-19-Z-D-V"
2189,100000,"1230","SB-19-Z-D-VI"
2190,100000,"0342","SA-19-V-D-III"
2191,100000,"697","SB-20-V-A-I"
2192,100000,"698","SB-20-V-A-II"
2193,100000,"699","SB-20-V-A-III"
2194,100000,"767","SB-20-V-A-IV"
2195,100000,"0095","NA-19-Z-B-I"
2196,100000,"768","SB-20-V-A-V"
2197,100000,"769","SB-20-V-A-VI"
2198,100000,"0700","SB-20-V-B-I"
2199,100000,"0701","SB-20-V-B-II"
2200,100000,"0702","SB-20-V-B-III"
2201,100000,"0392","SA-19-V-D-V"
2202,100000,"0770","SB-20-V-B-IV"
2203,100000,"0771","SB-20-V-B-V"
2204,100000,"0772","SB-20-V-B-VI"
2205,100000,"1013","SB-21-Z-A-II"
2206,100000,"1014","SB-21-Z-A-III"
2207,100000,"0130","NA-19-Z-B-IV"
2208,100000,"1091","SB-21-Z-A-IV"
2209,100000,"1092","SB-21-Z-A-V"
2210,100000,"1093","SB-21-Z-A-VI"
2211,100000,"1015","SB-21-Z-B-I"
2212,100000,"0393","SA-19-V-D-VI"
2213,100000,"1016","SB-21-Z-B-II"
2214,100000,"1017","SB-21-Z-B-III"
2215,100000,"1094","SB-21-Z-B-IV"
2216,100000,"1095","SB-21-Z-B-V"
2217,100000,"1096","SB-21-Z-B-VI"
2218,100000,"1170","SB-21-Z-C-I"
2219,100000,"0131","NA-19-Z-B-V"
2220,100000,"1171","SB-21-Z-C-II"
2221,100000,"1172","SB-21-Z-C-III"
2222,100000,"1249","SB-21-Z-C-IV"
2223,100000,"0210","NA-19-Z-C-VI"
2224,100000,"1424","SC-23-V-A-IV"
2225,100000,"0251","SA-19-X-A-I"
2226,100000,"1250","SB-21-Z-C-V"
2227,100000,"1251","SB-21-Z-C-VI"
2228,100000,"1173","SB-21-Z-D-I"
2229,100000,"1174","SB-21-Z-D-II"
2230,100000,"1175","SB-21-Z-D-III"
2231,100000,"1252","SB-21-Z-D-IV"
2232,100000,"1253","SB-21-Z-D-V"
2233,100000,"0166","NA-19-Z-C-I"
2234,100000,"1254","SB-21-Z-D-VI"
2235,100000,"0721","SB-22-V-A-I"
2236,100000,"0252","SA-19-X-A-II"
2237,100000,"0722","SB-22-V-A-II"
2238,100000,"0723","SB-22-V-A-III"
2239,100000,"0791","SB-22-V-A-IV"
2240,100000,"1349","SC-23-V-B-I"
2241,100000,"1639","SC-22-Z-A-I"
2242,100000,"1640","SC-22-Z-A-II"
2243,100000,"1641","SC-22-Z-A-III"
2244,100000,"1705","SC-22-Z-A-IV"
2245,100000,"0167","NA-19-Z-C-II"
2246,100000,"1706","SC-22-Z-A-V"
2247,100000,"1473","SC-20-X-C-III"
2248,100000,"1707","SC-22-Z-A-VI"
2249,100000,"1642","SC-22-Z-B-I"
2250,100000,"1643","SC-22-Z-B-II"
2251,100000,"1644","SC-22-Z-B-III"
2252,100000,"1708","SC-22-Z-B-IV"
2253,100000,"1709","SC-22-Z-B-V"
2254,100000,"1710","SC-22-Z-B-VI"
2255,100000,"1767","SC-22-Z-C-I"
2256,100000,"1768","SC-22-Z-C-II"
2257,100000,"0168","NA-19-Z-C-III"
2258,100000,"0253","SA-19-X-A-III"
2259,100000,"1769","SC-22-Z-C-III"
2260,100000,"1824","SC-22-Z-C-IV"
2261,100000,"1825","SC-22-Z-C-V"
2262,100000,"0792","SB-22-V-A-V"
2263,100000,"0793","SB-22-V-A-VI"
2264,100000,"0724","SB-22-V-B-I"
2265,100000,"0725","SB-22-V-B-II"
2266,100000,"0726","SB-22-V-B-III"
2267,100000,"0794","SB-22-V-B-IV"
2268,100000,"0795","SB-22-V-B-V"
2269,100000,"0295","SA-19-X-A-IV"
2270,100000,"0208","NA-19-Z-C-IV"
2271,100000,"0796","SB-22-V-B-VI"
2272,100000,"0864","SB-22-V-C-I"
2273,100000,"0865","SB-22-V-C-II"
2274,100000,"0866","SB-22-V-C-III"
2275,100000,"0941","SB-22-V-C-IV"
2276,100000,"0942","SB-22-V-C-V"
2277,100000,"1081","SB-20-Z-A-VI"
2278,100000,"1003","SB-20-Z-B-I"
2279,100000,"1004","SB-20-Z-B-II"
2280,100000,"0296","SA-19-X-A-V"
2281,100000,"1005","SB-20-Z-B-III"
2282,100000,"0209","NA-19-Z-C-V"
2283,100000,"1082","SB-20-Z-B-IV"
2284,100000,"1083","SB-20-Z-B-V"
2285,100000,"1084","SB-20-Z-B-VI"
2286,100000,"1158","SB-20-Z-C-I"
2287,100000,"1159","SB-20-Z-C-II"
2288,100000,"1160","SB-20-Z-C-III"
2289,100000,"1237","SB-20-Z-C-IV"
2290,100000,"1238","SB-20-Z-C-V"
2291,100000,"0297","SA-19-X-A-VI"
2292,100000,"1239","SB-20-Z-C-VI"
2293,100000,"1161","SB-20-Z-D-I"
2294,100000,"0254","SA-19-X-B-I"
2295,100000,"0255","SA-19-X-B-II"
2296,100000,"0256","SA-19-X-B-III"
2297,100000,"1425","SC-23-V-A-V"
2298,100000,"0298","SA-19-X-B-IV"
2299,100000,"0299","SA-19-X-B-V"
2300,100000,"0300","SA-19-X-B-VI"
2301,100000,"1546","SC-20-X-C-IV"
2302,100000,"0343","SA-19-X-C-I"
2303,100000,"0344","SA-19-X-C-II"
2304,100000,"0345","SA-19-X-C-III"
2305,100000,"0394","SA-19-X-C-IV"
2306,100000,"0395","SA-19-X-C-V"
2307,100000,"0396","SA-19-X-C-VI"
2308,100000,"1426","SC-23-V-A-VI"
2309,100000,"0346","SA-19-X-D-I"
2310,100000,"0347","SA-19-X-D-II"
2311,100000,"0348","SA-19-X-D-III"
2312,100000,"1310","SC-20-V-A-I"
2313,100000,"1547","SC-20-X-C-V"
2314,100000,"1311","SC-20-V-A-II"
2315,100000,"1312","SC-20-V-A-III"
2316,100000,"1388","SC-20-V-A-IV"
2317,100000,"1389","SC-20-V-A-V"
2318,100000,"1390","SC-20-V-A-VI"
2319,100000,"0859","SB-21-X-C-II"
2320,100000,"1313","SC-20-V-B-I"
2321,100000,"1314","SC-20-V-B-II"
2322,100000,"0112","NA-21-Z-A-III"
2323,100000,"0149","NA-21-Z-A-IV"
2324,100000,"0150","NA-21-Z-A-V"
2325,100000,"0024","NA-20-X-A-II"
2326,100000,"1548","SC-20-X-C-VI"
2327,100000,"0151","NA-21-Z-A-VI"
2328,100000,"0113","NA-21-Z-B-I"
2329,100000,"0114","NA-21-Z-B-II"
2330,100000,"0860","SB-21-X-C-III"
2331,100000,"0115","NA-21-Z-B-III"
2332,100000,"0152","NA-21-Z-B-IV"
2333,100000,"0153","NA-21-Z-B-V"
2334,100000,"0154","NA-21-Z-B-VI"
2335,100000,"0190","NA-21-Z-C-I"
2336,100000,"0191","NA-21-Z-C-II"
2337,100000,"0192","NA-21-Z-C-III"
2338,100000,"1413","SC-22-V-A-V"
2339,100000,"0232","NA-21-Z-C-IV"
2340,100000,"0233","NA-21-Z-C-V"
2341,100000,"0935","SB-21-X-C-IV"
2342,100000,"0234","NA-21-Z-C-VI"
2343,100000,"0193","NA-21-Z-D-I"
2344,100000,"0194","NA-21-Z-D-II"
2345,100000,"0195","NA-21-Z-D-III"
2346,100000,"0235","NA-21-Z-D-IV"
2347,100000,"0236","NA-21-Z-D-V"
2348,100000,"0237","NA-21-Z-D-VI"
2349,100000,"0030","NA-22-V-B-I"
2350,100000,"1414","SC-22-V-A-VI"
2351,100000,"0031","NA-22-V-B-II"
2352,100000,"0171","NA-19-Z-D-III"
2353,100000,"0032","NA-22-V-B-III"
2354,100000,"0043","NA-22-V-B-IV"
2355,100000,"0044","NA-22-V-B-V"
2356,100000,"0045","NA-22-V-B-VI"
2357,100000,"0059","NA-22-V-C-III"
2358,100000,"0082","NA-22-V-C-IV"
2359,100000,"0083","NA-22-V-C-V"
2360,100000,"0084","NA-22-V-C-VI"
2361,100000,"0060","NA-22-V-D-I"
2362,100000,"1337","SC-22-V-B-I"
2363,100000,"0936","SB-21-X-C-V"
2364,100000,"0061","NA-22-V-D-II"
2365,100000,"0062","NA-22-V-D-III"
2366,100000,"0085","NA-22-V-D-IV"
2367,100000,"1419","SC-22-X-A-V"
2368,100000,"1420","SC-22-X-A-VI"
2369,100000,"1343","SC-22-X-B-I"
2370,100000,"1344","SC-22-X-B-II"
2371,100000,"1345","SC-22-X-B-III"
2372,100000,"1421","SC-22-X-B-IV"
2373,100000,"1422","SC-22-X-B-V"
2374,100000,"0937","SB-21-X-C-VI"
2375,100000,"1338","SC-22-V-B-II"
2376,100000,"1423","SC-22-X-B-VI"
2377,100000,"1495","SC-22-X-C-I"
2378,100000,"1496","SC-22-X-C-II"
2379,100000,"1497","SC-22-X-C-III"
2380,100000,"1570","SC-22-X-C-IV"
2381,100000,"1571","SC-22-X-C-V"
2382,100000,"1572","SC-22-X-C-VI"
2383,100000,"1498","SC-22-X-D-I"
2384,100000,"1499","SC-22-X-D-II"
2385,100000,"0861","SB-21-X-D-I"
2386,100000,"1500","SC-22-X-D-III"
2387,100000,"1339","SC-22-V-B-III"
2388,100000,"1573","SC-22-X-D-IV"
2389,100000,"1574","SC-22-X-D-V"
2390,100000,"1575","SC-22-X-D-VI"
2391,100000,"1633","SC-22-Y-A-I"
2392,100000,"1634","SC-22-Y-A-II"
2393,100000,"1635","SC-22-Y-A-III"
2394,100000,"1699","SC-22-Y-A-IV"
2395,100000,"1700","SC-22-Y-A-V"
2396,100000,"1162","SB-20-Z-D-II"
2397,100000,"0862","SB-21-X-D-II"
2398,100000,"1701","SC-22-Y-A-VI"
2399,100000,"1636","SC-22-Y-B-I"
2400,100000,"1415","SC-22-V-B-IV"
2401,100000,"2094","SD-24-Y-A-I"
2402,100000,"2095","SD-24-Y-A-II"
2403,100000,"2096","SD-24-Y-A-III"
2404,100000,"2138","SD-24-Y-A-IV"
2405,100000,"2139","SD-24-Y-A-V"
2406,100000,"2140","SD-24-Y-A-VI"
2407,100000,"2097","SD-24-Y-B-I"
2408,100000,"0863","SB-21-X-D-III"
2409,100000,"2098","SD-24-Y-B-II"
2410,100000,"2099","SD-24-Y-B-III"
2411,100000,"2141","SD-24-Y-B-IV"
2412,100000,"1416","SC-22-V-B-V"
2413,100000,"2142","SD-24-Y-B-V"
2414,100000,"2143","SD-24-Y-B-VI"
2415,100000,"2183","SD-24-Y-C-I"
2416,100000,"2184","SD-24-Y-C-II"
2417,100000,"2185","SD-24-Y-C-III"
2418,100000,"1965","SD-20-X-D-II"
2419,100000,"0938","SB-21-X-D-IV"
2420,100000,"1966","SD-20-X-D-III"
2421,100000,"2011","SD-20-X-D-IV"
2422,100000,"1637","SC-22-Y-B-II"
2423,100000,"1638","SC-22-Y-B-III"
2424,100000,"1417","SC-22-V-B-VI"
2425,100000,"1702","SC-22-Y-B-IV"
2426,100000,"1703","SC-22-Y-B-V"
2427,100000,"1704","SC-22-Y-B-VI"
2428,100000,"1761","SC-22-Y-C-I"
2429,100000,"1762","SC-22-Y-C-II"
2430,100000,"0939","SB-21-X-D-V"
2431,100000,"1763","SC-22-Y-C-III"
2432,100000,"1818","SC-22-Y-C-IV"
2433,100000,"1819","SC-22-Y-C-V"
2434,100000,"1820","SC-22-Y-C-VI"
2435,100000,"1764","SC-22-Y-D-I"
2436,100000,"1489","SC-22-V-C-I"
2437,100000,"1765","SC-22-Y-D-II"
2438,100000,"1766","SC-22-Y-D-III"
2439,100000,"1821","SC-22-Y-D-IV"
2440,100000,"1822","SC-22-Y-D-V"
2441,100000,"0940","SB-21-X-D-VI"
2442,100000,"1823","SC-22-Y-D-VI"
2443,100000,"0908","SB-19-V-D-IV"
2444,100000,"0909","SB-19-V-D-V"
2445,100000,"0910","SB-19-V-D-VI"
2446,100000,"691","SB-19-X-A-I"
2447,100000,"692","SB-19-X-A-II"
2448,100000,"0025","NA-20-X-A-III"
2449,100000,"1490","SC-22-V-C-II"
2450,100000,"693","SB-19-X-A-III"
2451,100000,"761","SB-19-X-A-IV"
2452,100000,"1006","SB-21-Y-A-I"
2453,100000,"762","SB-19-X-A-V"
2454,100000,"763","SB-19-X-A-VI"
2455,100000,"694","SB-19-X-B-I"
2456,100000,"695","SB-19-X-B-II"
2457,100000,"696","SB-19-X-B-III"
2458,100000,"764","SB-19-X-B-IV"
2459,100000,"765","SB-19-X-B-V"
2460,100000,"766","SB-19-X-B-VI"
2461,100000,"1491","SC-22-V-C-III"
2462,100000,"0834","SB-19-X-C-I"
2463,100000,"1007","SB-21-Y-A-II"
2464,100000,"0835","SB-19-X-C-II"
2465,100000,"1668","SC-24-Z-B-III"
2466,100000,"1732","SC-24-Z-B-IV"
2467,100000,"1733","SC-24-Z-B-V"
2468,100000,"1734","SC-24-Z-B-VI"
2469,100000,"1791","SC-24-Z-C-I"
2470,100000,"1792","SC-24-Z-C-II"
2471,100000,"1793","SC-24-Z-C-III"
2472,100000,"1848","SC-24-Z-C-IV"
2473,100000,"1564","SC-22-V-C-IV"
2474,100000,"0211","NA-19-Z-D-IV"
2475,100000,"1849","SC-24-Z-C-V"
2476,100000,"1850","SC-24-Z-C-VI"
2477,100000,"1794","SC-24-Z-D-I"
2478,100000,"1851","SC-24-Z-D-IV"
2479,100000,"1370","SC-25-V-A-I"
2480,100000,"1371","SC-25-V-A-II"
2481,100000,"1372","SC-25-V-A-III"
2482,100000,"1448","SC-25-V-A-IV"
2483,100000,"1449","SC-25-V-A-V"
2484,100000,"1449-A","SC-25-V-A-VI"
2485,100000,"1008","SB-21-Y-A-III"
2486,100000,"1565","SC-22-V-C-V"
2487,100000,"1525","SC-25-V-C-I"
2488,100000,"1526","SC-25-V-C-II"
2489,100000,"1610","SC-20-Y-A-II"
2490,100000,"1611","SC-20-Y-A-III"
2491,100000,"1676","SC-20-Y-A-V"
2492,100000,"1677","SC-20-Y-A-VI"
